hal_product,market_product,product_canonical,confidence,unit_conversion_factor,reason
Domates (1.Sınıf),Kokteyl Domates 500 Gr,domates,reject,1.0,Temel urun farkli
Domates (1.Sınıf),Salkım Domates Paket 500 Gr,domates,reject,1.0,Temel urun farkli
Domates (1.Sınıf),Pembe Domates 500 Gr,domates,reject,1.0,Temel urun farkli
Domates (1.Sınıf),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (1.Sınıf),Tagem Turuncu Domates 1 Kg,domates,reject,1.0,Temel urun farkli
Domates (1.Sınıf),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (1.Sınıf),Cherry Domates 250 Gr,domates,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Havuç Paket 350 Gr,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Siyah Kabak 1 Kg,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Sarımsak Tek Diş Mürdük 150 Gr,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Sarımsak 65 Gr,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Erüst Mini Havuç 1 Adet,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Jumbo Üzüm Çekirdeksiz 1 Kg,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Üzüm 1 Kg,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Turp 1 Kg,havuc,reject,1.0,Temel urun farkli
Havuç (Siyah),Siyah Üzüm 500 Gr,havuc,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Kırmızı Biber Paket 300 Gr,biber_kalifornia,weak,1.0,Ayni kategori farkli varyete
Biber Kalifornia (Kırmızı),Kırmızı Dolma Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Kırmızı Biber 1 Kg,biber_kalifornia,weak,1.0,Ayni kategori farkli varyete
Biber Kalifornia (Kırmızı),Kırmızı Sivri Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Kapya Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Dolma Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Çarliston Biber 300 Gr,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Yeşil Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Sivri Biber Paket 300 Gr,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Dolmalık Biber 300 Gr,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Çarliston Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Biber Kalifornia (Kırmızı),Sivri Biber 1 Kg,biber_kalifornia,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Soğan 1 Demet,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Sarımsak 250 Gr,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Soyulmuş Enginar 5 Adet,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Kekik 1 Demet,kekik,kg_equivalent,1.0,Ayni urun farkli paket
Kekik (Taze),Taze İç Fındık 1 Kg,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Enginar 1 Adet,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Piliç But İncik 1 Kg,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Bütün Poşet Piliç 1 Kg,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Soğan 1 Kg,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Fesleğen 1 Adet,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Sek Kekik Zeytin Sürülebilir Peynir 150 Gr,kekik,reject,1.0,Temel urun farkli
Kekik (Taze),Taze Araka Bezelye 1 Kg,kekik,reject,1.0,Temel urun farkli
Elma(Stargin),Starking Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Golden Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Granny Smith Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Ekonomik Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),SuperFresh Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Granny Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Torpat Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Feast Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Lavi Dondurulmuş Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Atıştırmalık Starking Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma(Stargin),Tarım Kredi Dondurulmuş Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Starking Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Golden Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Granny Smith Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Ekonomik Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),SuperFresh Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Granny Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Torpat Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Feast Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Lavi Dondurulmuş Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Atıştırmalık Starking Elma 1 Kg,elma,reject,1.0,Temel urun farkli
Elma (Granitsmit),Tarım Kredi Dondurulmuş Elma Dilim Patates 1 Kg,elma,reject,1.0,Temel urun farkli
Kabak (Top),Dolmalık Top Kabak 1 Kg,kabak,reject,1.0,Temel urun farkli
Kabak (Top),Kabak 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Kabak (Top),Sakız Kabak 1 Kg,kabak,reject,1.0,Temel urun farkli
Kabak (Top),Siyah Kabak 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Kabak (Top),Süs Mix Kabak 1 Kg,kabak,reject,1.0,Temel urun farkli
Kabak (Top),Kabak Bal Bütün 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Yeni̇ Dünya (Malta Eri̇Ği̇),Soğan Yeni Hasat 1 Kg,yeni̇_dunya,reject,1.0,Temel urun farkli
Yeni̇ Dünya (Malta Eri̇Ği̇),Malta Eriği 400 Gr,yeni̇_dunya,reject,1.0,Temel urun farkli
Yeni̇ Dünya (Malta Eri̇Ği̇),Malta Eriği 1 Kg,yeni̇_dunya,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kırmızı Biber Paket 300 Gr,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kırmızı Lahana 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kuru Üzüm Promosyon 300 Gr,uzum_kirmizi,reject,1.0,Islenmis urun
Üzüm Kirmizi,Kırmızı Dolma Biber 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,İthal Beyaz Üzüm 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kırmızı Biber 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kilis Karası Üzüm 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Kırmızı Turp 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Üzüm Siyah Çekirdeksiz 1 Kg,uzum_kirmizi,weak,1.0,Ayni kategori farkli varyete
Üzüm Kirmizi,Siyah Jumbo Üzüm Çekirdeksiz 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Besni Üzüm 1 Kg,uzum_kirmizi,reject,1.0,Temel urun farkli
Üzüm Kirmizi,Avşarlar Besni Üzüm 400 Gr,uzum_kirmizi,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Soğan 1 Demet,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Sarımsak 250 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Yurtalan Zade Salamura Yaprak 500 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Soyulmuş Enginar 5 Adet,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Alatat Salamura Yaprak 475 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Salamura Asma Yaprak 475 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Eurofresh Yıkanmış Yaprak Marul 250 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze İç Fındık 1 Kg,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Enginar 1 Adet,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Hastavuk Donuk Piliç Yaprak Döner 500 Gr,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Piliç But İncik 1 Kg,yaprak_taze,reject,1.0,Temel urun farkli
Yaprak Taze,Taze Bütün Poşet Piliç 1 Kg,yaprak_taze,reject,1.0,Temel urun farkli
Engi̇Nar,Nar 1 Kg,engi̇nar,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Ayşe Kadın Fasulye 1 Kg,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Superfresh Taze Fasulye 450 Gr,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Paket Fasulye 500 Gr,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Çokça Dondurulmuş Taze Fasulye 450 Gr,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Feast Taze Fasulye 450 Gr,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Çalı Fasulye 1 Kg,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Fasulye Taze 1 Kg,fasulye_ayse_kadin,weak,1.0,Ayni kategori farkli varyete
Fasulye Ayşe Kadin,Feast Taze Fasulye 3-5 Cm 2.5 Kg,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Gurme Taze Fasulye 1 Kg,fasulye_ayse_kadin,reject,1.0,Temel urun farkli
Fasulye Ayşe Kadin,Fasulye 1 Kg,fasulye_ayse_kadin,kg_equivalent,1.0,Ayni urun farkli paket
Altınçilek (Gooseberry),Altınçilek 100 Gr,altincilek,kg_equivalent,1.0,Ayni urun farkli paket
Muz İThal (1 Kg),İthal Muz 1 Kg,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),İthal Olgun Muz 1 Kg,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),Yerli Muz 1 Kg,muz_i̇thal,weak,1.0,Ayni kategori farkli varyete
Muz İThal (1 Kg),İthal Yaban Mersini Blueberry 125 Gr,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),İthal Beyaz Üzüm 1 Kg,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),İthal Tatlı Patates 1 Kg,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),İthal Çarkıfelek Meyvesi 1 Adet,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,muz_i̇thal,reject,1.0,Temel urun farkli
Muz İThal (1 Kg),Muz Saksı 1 Adet,muz_i̇thal,weak,1.0,Ayni kategori farkli varyete
Muz İThal (1 Kg),Eko Yerli Muz 1 Kg,muz_i̇thal,weak,1.0,Ayni kategori farkli varyete
Muz İThal (1 Kg),İthal Avokado 1 Kg,muz_i̇thal,reject,1.0,Temel urun farkli
Patlıcan (Topak),Tagem Topak Patlıcan 1 Kg,patlican,reject,1.0,Temel urun farkli
Patlıcan (Topak),Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Ayni urun farkli paket
Patlıcan (Topak),Kuru Dolmalık Patlıcan 18 Adet,patlican,reject,1.0,Temel urun farkli
Patlıcan (Topak),Kemer Patlıcan 1 Kg,patlican,reject,1.0,Temel urun farkli
Patlıcan (Topak),Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,patlican,reject,1.0,Temel urun farkli
Patlıcan (Topak),Bostan Patlıcan 1 Kg,patlican,reject,1.0,Temel urun farkli
Patlıcan (Topak),Patlıcan Paket 1 Kg,patlican,kg_equivalent,1.0,Ayni urun farkli paket
Patlıcan (Topak),Garliko Kurutulmuş Dolmalık Patlıcan 150 Gr,patlican,reject,1.0,Temel urun farkli
Portakal (Valencia Pak),Portakal Valencia 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal Sıkmalık 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Sıkmalık Portakal File 1 Kg,portakal,reject,1.0,Temel urun farkli
Portakal (Valencia Pak),Portakal Washington 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Finike Gurme Portakal 1 Kg,portakal,reject,1.0,Temel urun farkli
Portakal (Valencia Pak),Seyidoğlu Taze Portakal İncir Ve Böğürtlen Reçeli 380 Gr,portakal,reject,1.0,Temel urun farkli
Soğan (Yeşil),Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Yeşil),Nimet Dondurulmuş Soğan Halkası 450 Gr,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Yeşil Biber 1 Kg,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Yeşil Erik 1 Kg,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Kuru Soğan 1 Kg,sogan,reject,1.0,Islenmis urun
Soğan (Yeşil),Superfresh Soğan 450 Gr,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Taze Soğan 1 Demet,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Yeşil),Feast Gurme Soğan Halka 450 Gr,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Feast Küp Soğan 1 Kg,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Arpacık Soğan 1 Kg,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),İnci Soğan Halkası 450 Gr,sogan,reject,1.0,Temel urun farkli
Soğan (Yeşil),Mor Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Tere Su,Tere 1 Adet,tere,kg_equivalent,1.0,Ayni urun farkli paketaj
Karadeniz Yaprağı,Lipton Doğu Karadeniz Çayı 1 Kg,lipton_dogu_karadeniz_cayi,exact,1.0,Ayni urun ve paketaj (1 Kg)
Karadeniz Yaprağı,Doğuş Karadeniz Siyah Çay 1 Kg,dogus_karadeniz_siyah_cay,exact,1.0,Ayni urun ve paketaj (1 Kg)
Karadeniz Yaprağı,Doğuş Karadeniz Çay 1 Kg,dogus_karadeniz_cay,exact,1.0,Ayni urun ve paketaj (1 Kg)
Karadeniz Yaprağı,Omega61 Dondurulmuş Karadeniz Somon Fileto 500 Gr,omega61_karadeniz_somon_fileto,weak,1.0,"Dondurulmus varyete, taze urunle weak"
Armut (Santamariya),Deveci Armut 1 Kg,deveci_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Santa Maria Armut 1 Kg,santa_maria_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Armut Deveci 1 Adet,armut_deveci,kg_equivalent,1.0,Ayni urun farkli paketaj
Armut (Santamariya),Deveci Armut Gurme 1 Kg,deveci_armut_gurme,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Armut Santa Maria Gurme 1 Kg,armut_santa_maria_gurme,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Ankara Armut 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Kapya Biber 1 Kg,kapya_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Dolma Biber 1 Kg,dolma_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Çarliston Biber 300 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Yeşil Biber 1 Kg,yesil_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Sivri Biber Paket 300 Gr,sivri_biber_paket,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Kırmızı Biber Paket 300 Gr,kirmizi_biber_paket,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Dolmalık Biber 300 Gr,dolmalik_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Çarliston Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Sivri Biber 1 Kg,sivri_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Şili Biber 150 Gr,sili_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Kırmızı Dolma Biber 1 Kg,kirmizi_dolma_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Muti Dondurulmuş Biber Şerit Mix 450 Gr,muti_biber_serit_mix,weak,1.0,"Dondurulmus varyete, taze urunle weak"
Hıyar (Slor Paket),Hıyar 1 Kg,hiyar,exact,1.0,Ayni urun ve paketaj (1 Kg)
Hıyar,Hıyar 1 Kg,hiyar,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Granny Smith Elma 1 Kg,granny_smith_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Elma Granny Smith Gurme 1 Kg,elma_granny_smith_gurme,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Starking Elma 1 Kg,starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Golden Elma 1 Kg,golden_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Ekonomik Elma 1 Kg,ekonomik_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),SuperFresh Elma Dilim Patates 1 Kg,superfresh_elma_dilim_patates,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Granny Elma 1 Kg,granny_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Torpat Elma Dilim Patates 1 Kg,torpat_elma_dilim_patates,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,lavi_mango_elma_ananas_carkifelek_meyveli_smoothie,kg_equivalent,1.0,Ayni urun farkli paketaj
Elma (Grann Smith),Feast Elma Dilim Patates 1 Kg,feast_elma_dilim_patates,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Lavi Dondurulmuş Elma Dilim Patates 1 Kg,lavi_dondurulmus_elma_dilim_patates,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Atıştırmalık Starking Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Patlıcan 1 Kg,patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Kuru Dolmalık Patlıcan 18 Adet,kuru_dolmalik_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican Topan,Kemer Patlıcan 1 Kg,kemer_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Tagem Topak Patlıcan 1 Kg,tagem_topak_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,zel_zeytinyagli_sumakli_kuru_patlican_dolma,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican Topan,Bostan Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Patlıcan Paket 1 Kg,patlican_paket,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Garliko Kurutulmuş Dolmalık Patlıcan 150 Gr,garliko_kurutulmus_dolmalik_patlican_150_gr,reject,1.0,"Islenmis urun (tursu/salca/recel), taze urunle eslesmez"
Patlican  Uzun,Patlıcan 1 Kg,patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Kuru Dolmalık Patlıcan 18 Adet,kuru_dolmalik_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican  Uzun,Kemer Patlıcan 1 Kg,kemer_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Tagem Topak Patlıcan 1 Kg,tagem_topak_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,zel_zeytinyagli_sumakli_kuru_patlican_dolma,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican  Uzun,Bostan Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Patlıcan Paket 1 Kg,patlican_paket,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Garliko Kurutulmuş Dolmalık Patlıcan 150 Gr,garliko_kurutulmus_dolmalik_patlican_150_gr,reject,1.0,"Islenmis urun (tursu/salca/recel), taze urunle eslesmez"
Muz  Yerli,İthal Muz 1 Kg,ithal_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Yerli Muz 1 Kg,yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,lavi_smoothie_mango_muz_ananas_avokado,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,lavi_smoothie_muz_ahududu_yaban_mersini,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Muz Saksı 1 Adet,muz_saksi,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Eko Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,İthal Olgun Muz 1 Kg,ithal_olgun_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,milkten_milkino_muzcilekorman_meyveli_taze_peynir_6x,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,İthal Muz 1 Kg,ithal_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Yerli Muz 1 Kg,yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,lavi_smoothie_mango_muz_ananas_avokado,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,lavi_smoothie_muz_ahududu_yaban_mersini,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Muz Saksı 1 Adet,muz_saksi,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Eko Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,İthal Olgun Muz 1 Kg,ithal_olgun_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,milkten_milkino_muzcilekorman_meyveli_taze_peynir_6x,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Göbek Marul 1 Adet,gobek_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Marul 1 Adet,marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Çıtır Marul 1 Adet,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Eurofresh Yıkanmış Yaprak Marul 250 Gr,eurofresh_yikanmis_yaprak_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,eurofresh_yikanmis_kivircik_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Lahana  Kirmizi,Kırmızı Lahana 1 Kg,kirmizi_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Biber Paket 300 Gr,kirmizi_biber_paket,kg_equivalent,1.0,Ayni urun farkli paketaj
Lahana  Kirmizi,Beyaz Lahana 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Dolma Biber 1 Kg,kirmizi_dolma_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Biber 1 Kg,kirmizi_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Turp 1 Kg,kirmizi_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Sivri Biber 1 Kg,kirmizi_sivri_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Lahana Kara 1 Kg,lahana_kara,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Soğan 1 Kg,kirmizi_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Y.Tere,Tere 1 Adet,tere,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Roka 1 Adet,roka,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Roka 350 Gr,roka,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Baby Roka 1 Adet,baby_roka,kg_equivalent,1.0,Ayni urun farkli paketaj
