hal_product,market_product,product_canonical,confidence,unit_conversion_factor,reason
Domates Çeri̇,Domates 1 Kg,domates_ceri,kg_equivalent,1.0,Ayni urun farkli paket
Üzüm,Üzüm Siyah Çekirdeksiz 1 Kg,uzum,kg_equivalent,1.0,Ayni urun farkli paket
Üzüm,Siyah Üzüm 1 Kg,uzum,kg_equivalent,1.0,Ayni urun farkli paket
Enginar,Enginar Baby 8 Adet,enginar,kg_equivalent,1.0,Ayni urun farkli paket
Enginar,Enginar 4'lü Şişe Kavanoz 370 Gr,enginar,kg_equivalent,1.0,Ayni urun farkli paket
Enginar,Enginar Kalbi 350 Gr,enginar,kg_equivalent,1.0,Ayni urun farkli paket
Enginar,Enginar Kalbi Küçük 550 Gr,enginar,kg_equivalent,1.0,Ayni urun farkli paket
Enginar,Enginar Kalbi 900 Gr,enginar,kg_equivalent,1.0,Ayni urun farkli paket
Kabak Taze,Kabak 1 Kg,kabak_taze,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Çeri),Domates Pembe 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Çeri),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Çeri),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Biber (Çarli),Kırmızı Biber Paket 300 Gr,biber,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Salkım),Domates Pembe 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Salkım),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Salkım),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Turp (Kırmızı),Kırmızı Turp 1 Kg,turp,kg_equivalent,1.0,Ayni urun farkli paket
Turp (Kırmızı),Siyah Turp 1 Kg,turp,kg_equivalent,1.0,Ayni urun farkli paket
Turp (Kırmızı),Beyaz Turp 1 Kg,turp,kg_equivalent,1.0,Ayni urun farkli paket
Turp (Kırmızı),Turp 1 Kg,turp,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Beypazarı),Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Beypazarı),Havuç Paket 350 Gr,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Beypazarı),Siyah Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Domates Kokteyl,Domates 1 Kg,domates_kokteyl,kg_equivalent,1.0,Ayni urun farkli paket
Domates Cherry,Domates 1 Kg,domates_cherry,kg_equivalent,1.0,Ayni urun farkli paket
Domates Sera,Domates 1 Kg,domates_sera,kg_equivalent,1.0,Ayni urun farkli paket
Kayisi,Kayısı 1 Kg,kayisi,kg_equivalent,1.0,Ayni urun farkli paket
Nektarin,Nektarin 1 Kg,nektarin,kg_equivalent,1.0,Ayni urun farkli paket
Nektarin,Beyaz Nektarin Kg,nektarin,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Arpacık),Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Arpacık),Taze Soğan 1 Demet,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Arpacık),Mor Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Arpacık),Soğan Yeni Hasat 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Domates Salkim,Domates 1 Kg,domates_salkim,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Kokteyl),Domates Pembe 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Kokteyl),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (Kokteyl),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Hünnap,Hünnap Keçiboynuzu Özü 640 Gr,hunnap,kg_equivalent,1.0,Ayni urun farkli paket
Kavun (Kırkağaç),Kavun 1 Kg,kavun,kg_equivalent,1.0,Ayni urun farkli paket
Patates Taze,Patates Taze 1 Kg,patates_taze,kg_equivalent,1.0,Ayni urun farkli paket
Patates Taze,Patates 1 Kg,patates_taze,kg_equivalent,1.0,Ayni urun farkli paket
Marul (Aysberk),Marul 1 Adet,marul,kg_equivalent,1.0,Ayni urun farkli paket
Portakal Washington,Portakal Washington 1 Kg,portakal_washington,kg_equivalent,1.0,Ayni urun farkli paket
Portakal Washington,Portakal 1 Kg,portakal_washington,kg_equivalent,1.0,Ayni urun farkli paket
Pazi,Pazı 1 Adet,pazi,kg_equivalent,1.0,Ayni urun farkli paket
Lahana (Kara),Lahana Kara 1 Kg,lahana,kg_equivalent,1.0,Ayni urun farkli paket
Lahana (Kara),Kırmızı Lahana 1 Kg,lahana,kg_equivalent,1.0,Ayni urun farkli paket
Lahana (Kara),Beyaz Lahana 1 Kg,lahana,kg_equivalent,1.0,Ayni urun farkli paket
Böğürtlen,Böğürtlen Fide 1 Adet,bogurtlen,kg_equivalent,1.0,Ayni urun farkli paket
Böğürtlen,Böğürtlen 125 Gr,bogurtlen,kg_equivalent,1.0,Ayni urun farkli paket
Portakal Fi̇Ni̇Ke,Portakal 1 Kg,portakal_finike,kg_equivalent,1.0,Ayni urun farkli paket
Portakal Sanayi̇,Portakal 1 Kg,portakal_sanayi,kg_equivalent,1.0,Ayni urun farkli paket
Marul Kaşik,Marul 1 Adet,marul_kasik,kg_equivalent,1.0,Ayni urun farkli paket
Salatalik Si̇Lor,Salatalık 1 Kg,salatalik_silor,kg_equivalent,1.0,Ayni urun farkli paket
Turp Kirmizi,Kırmızı Turp 1 Kg,turp_kirmizi,kg_equivalent,1.0,Ayni urun farkli paket
Turp Kirmizi,Turp 1 Kg,turp_kirmizi,kg_equivalent,1.0,Ayni urun farkli paket
Lahana Kirmizi,Kırmızı Lahana 1 Kg,lahana_kirmizi,kg_equivalent,1.0,Ayni urun farkli paket
Domates  Kokteyl,Domates 1 Kg,domates_kokteyl,kg_equivalent,1.0,Ayni urun farkli paket
Kabak Bal,Kabak 1 Kg,kabak_bal,kg_equivalent,1.0,Ayni urun farkli paket
Kabak Sakiz,Kabak 1 Kg,kabak_sakiz,kg_equivalent,1.0,Ayni urun farkli paket
Dut,Dut 400 Gr,dut,kg_equivalent,1.0,Ayni urun farkli paket
Marul Iceberg,Marul 1 Adet,marul_iceberg,kg_equivalent,1.0,Ayni urun farkli paket
Ahududu,Ahududu 125 Gr,ahududu,kg_equivalent,1.0,Ayni urun farkli paket
Fasulye Taze,Fasulye Taze 1 Kg,fasulye_taze,kg_equivalent,1.0,Ayni urun farkli paket
Araka,Taze Araka Bezelye 1 Kg,araka,kg_equivalent,1.0,Ayni urun farkli paket
Biber (Mazo),Kırmızı Biber Paket 300 Gr,biber,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Kuru),Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Kuru),Taze Soğan 1 Demet,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Biber(Acı Cin),Kırmızı Biber Paket 300 Gr,biber,kg_equivalent,1.0,Ayni urun farkli paket
Biber (Kıl),Kırmızı Biber Paket 300 Gr,biber,kg_equivalent,1.0,Ayni urun farkli paket
Biber (Şili),Kırmızı Biber Paket 300 Gr,biber,kg_equivalent,1.0,Ayni urun farkli paket
Domates(2.Sınıf),Domates Pembe 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates(2.Sınıf),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates(2.Sınıf),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (1.Sınıf),Domates Pembe 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (1.Sınıf),Eko Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Domates (1.Sınıf),Domates 1 Kg,domates,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Siyah Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Havuç 1 Kg,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Havuç (Siyah),Havuç Paket 350 Gr,havuc,kg_equivalent,1.0,Ayni urun farkli paket
Kekik (Taze),Kekik 1 Demet,kekik,kg_equivalent,1.0,Ayni urun farkli paket
Kabak (Top),Kabak 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Kabak (Top),Siyah Kabak 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Kabak (Top),Kabak Bal Bütün 1 Kg,kabak,kg_equivalent,1.0,Ayni urun farkli paket
Fasulye Ayşe Kadin,Fasulye 1 Kg,fasulye_ayse_kadin,kg_equivalent,1.0,Ayni urun farkli paket
Altınçilek (Gooseberry),Altınçilek 100 Gr,altincilek,kg_equivalent,1.0,Ayni urun farkli paket
Patlıcan (Topak),Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Ayni urun farkli paket
Patlıcan (Topak),Patlıcan Paket 1 Kg,patlican,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal Valencia 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal Sıkmalık 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Portakal (Valencia Pak),Portakal Washington 1 Kg,portakal,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Yeşil),Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Yeşil),Taze Soğan 1 Demet,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Soğan (Yeşil),Mor Soğan 1 Kg,sogan,kg_equivalent,1.0,Ayni urun farkli paket
Tere Su,Tere 1 Adet,tere,kg_equivalent,1.0,Ayni urun farkli paketaj
Karadeniz Yaprağı,Lipton Doğu Karadeniz Çayı 1 Kg,dogus_karadeniz_cay,exact,1.0,Ayni urun ve paketaj (1 Kg)
Karadeniz Yaprağı,Doğuş Karadeniz Siyah Çay 1 Kg,dogus_karadeniz_cay,exact,1.0,Ayni urun ve paketaj (1 Kg)
Karadeniz Yaprağı,Doğuş Karadeniz Çay 1 Kg,dogus_karadeniz_cay,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Deveci Armut 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Santa Maria Armut 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Armut Deveci 1 Adet,ankara_armut,kg_equivalent,1.0,Ayni urun farkli paketaj
Armut (Santamariya),Deveci Armut Gurme 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Armut Santa Maria Gurme 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Armut (Santamariya),Ankara Armut 1 Kg,ankara_armut,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Kapya Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Dolma Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Çarliston Biber 300 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Yeşil Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Sivri Biber Paket 300 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Kırmızı Biber Paket 300 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Dolmalık Biber 300 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Çarliston Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Sivri Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Biber Çarli,Şili Biber 150 Gr,carliston_biber,kg_equivalent,1.0,Ayni urun farkli paketaj
Biber Çarli,Kırmızı Dolma Biber 1 Kg,carliston_biber,exact,1.0,Ayni urun ve paketaj (1 Kg)
Hıyar (Slor Paket),Hıyar 1 Kg,hiyar,exact,1.0,Ayni urun ve paketaj (1 Kg)
Hıyar,Hıyar 1 Kg,hiyar,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Granny Smith Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Elma Granny Smith Gurme 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Starking Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Golden Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Ekonomik Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),SuperFresh Elma Dilim Patates 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Granny Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Torpat Elma Dilim Patates 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,atistirmalik_starking_elma,kg_equivalent,1.0,Ayni urun farkli paketaj
Elma (Grann Smith),Feast Elma Dilim Patates 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Lavi Dondurulmuş Elma Dilim Patates 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Elma (Grann Smith),Atıştırmalık Starking Elma 1 Kg,atistirmalik_starking_elma,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Kuru Dolmalık Patlıcan 18 Adet,bostan_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican Topan,Kemer Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Tagem Topak Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,bostan_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican Topan,Bostan Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican Topan,Patlıcan Paket 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Kuru Dolmalık Patlıcan 18 Adet,bostan_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican  Uzun,Kemer Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Tagem Topak Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,bostan_patlican,kg_equivalent,1.0,Ayni urun farkli paketaj
Patlican  Uzun,Bostan Patlıcan 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Patlican  Uzun,Patlıcan Paket 1 Kg,bostan_patlican,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,İthal Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Muz Saksı 1 Adet,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Yerli,Eko Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,İthal Olgun Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Yerli,Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,İthal Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Muz Saksı 1 Adet,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Muz  Ithal,Eko Yerli Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,İthal Olgun Muz 1 Kg,eko_yerli_muz,exact,1.0,Ayni urun ve paketaj (1 Kg)
Muz  Ithal,Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,eko_yerli_muz,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Göbek Marul 1 Adet,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Marul 1 Adet,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Çıtır Marul 1 Adet,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Eurofresh Yıkanmış Yaprak Marul 250 Gr,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Marul Lolorosso,Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,citir_marul,kg_equivalent,1.0,Ayni urun farkli paketaj
Lahana  Kirmizi,Kırmızı Lahana 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Biber Paket 300 Gr,beyaz_lahana,kg_equivalent,1.0,Ayni urun farkli paketaj
Lahana  Kirmizi,Beyaz Lahana 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Dolma Biber 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Biber 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Turp 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Sivri Biber 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Lahana Kara 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Lahana  Kirmizi,Kırmızı Soğan 1 Kg,beyaz_lahana,exact,1.0,Ayni urun ve paketaj (1 Kg)
Y.Tere,Tere 1 Adet,tere,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Roka 1 Adet,roka,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Roka 350 Gr,roka,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Roka,Baby Roka 1 Adet,roka,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Nane,Nane 1 Adet,nane,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Nane,Nane 250 Gr,nane,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Nane,Nane 1 Kg,nane,exact,1.0,Ayni urun ve paketaj (1 Kg)
Y.Nane,Mest Nane Limonlu Yeşil Çay 20 Adet,nane,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Dereotu,Dereotu 1 Adet,dereotu,kg_equivalent,1.0,Ayni urun farkli paketaj
Y.Dereotu,Dereotu 1 Demet,dereotu,kg_equivalent,1.0,Ayni urun farkli paketaj
Turp  Kirmizi,Kırmızı Turp 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Kırmızı Biber Paket 300 Gr,findik_turp,kg_equivalent,1.0,Ayni urun farkli paketaj
Turp  Kirmizi,Kırmızı Lahana 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Kırmızı Dolma Biber 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Kırmızı Biber 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Fındık Turp 1 Adet,findik_turp,kg_equivalent,1.0,Ayni urun farkli paketaj
Turp  Kirmizi,Fındık Turp 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Kırmızı Sivri Biber 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Siyah Turp 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Beyaz Turp 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Turp  Kirmizi,Turp 1 Kg,findik_turp,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,Taze Soğan 1 Demet,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Taze,Taze Soğan 1 Kg,taze_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,Soğan 1 Kg,taze_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,Kuru Soğan 1 Kg,taze_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,Superfresh Soğan 450 Gr,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Taze,Taze Sarımsak 250 Gr,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Taze,Feast Gurme Soğan Halka 450 Gr,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Taze,Feast Küp Soğan 1 Kg,taze_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,Taze Soyulmuş Enginar 5 Adet,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Taze,Arpacık Soğan 1 Kg,taze_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Taze,İnci Soğan Halkası 450 Gr,taze_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Kuru Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kuru,Eko Kuru Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kuru,Kuru Soğan File 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kuru,Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kuru,Kuru Dolmalık Patlıcan 18 Adet,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Superfresh Soğan 450 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Taze Soğan 1 Demet,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Feast Gurme Soğan Halka 450 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Feast Küp Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kuru,Kuru Üzüm Promosyon 300 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kuru,Arpacık Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Kırmızı Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Kırmızı Biber Paket 300 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kirmizi,Kuru Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Superfresh Soğan 450 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kirmizi,Kırmızı Lahana 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Taze Soğan 1 Demet,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kirmizi,Feast Gurme Soğan Halka 450 Gr,arpacik_sogan,kg_equivalent,1.0,Ayni urun farkli paketaj
Soğan   Kirmizi,Feast Küp Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Kırmızı Dolma Biber 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Soğan   Kirmizi,Arpacık Soğan 1 Kg,arpacik_sogan,exact,1.0,Ayni urun ve paketaj (1 Kg)
Sarimsak  Kuru,Kuru Sarımsak 1 Paket,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Kuru Sarımsak 1 Kg,kuru_sarimsak,exact,1.0,Ayni urun ve paketaj (1 Kg)
Sarimsak  Kuru,File Sarımsak 200 Gr,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Sarımsak 1 Kg,kuru_sarimsak,exact,1.0,Ayni urun ve paketaj (1 Kg)
Sarimsak  Kuru,Kuru Dolmalık Patlıcan 18 Adet,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Kuru Soğan 1 Kg,kuru_sarimsak,exact,1.0,Ayni urun ve paketaj (1 Kg)
Sarimsak  Kuru,Sarımsak File 250 Gr,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Taze Sarımsak 250 Gr,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Kuru Üzüm Promosyon 300 Gr,kuru_sarimsak,kg_equivalent,1.0,Ayni urun farkli paketaj
Sarimsak  Kuru,Taşköprü Sarımsak 1 Kg,kuru_sarimsak,exact,1.0,Ayni urun ve paketaj (1 Kg)
Sarimsak  Kuru,Sarımsak Taze Baş 1 Kg,kuru_sarimsak,exact,1.0,Ayni urun ve paketaj (1 Kg)
